alert_id,transaction_id,alert_timestamp,rule_triggered,risk_score,reviewer_status,resolution
ALT-d534430a,TXN-0df6715e,2025-09-25 21:58:43,Impossible Travel,99,Closed,False Positive (Legit)
ALT-16d3b9ce,TXN-fa3f6a0f,2025-01-16 13:26:39,High Value,89,In Review,True Positive (Fraud)
ALT-99b3b43c,TXN-21b82f40,2025-02-05 21:33:23,VPN Detected,71,Unassigned,Unresolved
ALT-d1cc1364,TXN-00562a50,2025-03-23 15:19:00,Impossible Travel,58,In Review,True Positive (Fraud)
ALT-0ec0e565,TXN-cde19fdb,2025-07-20 07:28:45,VPN Detected,65,In Review,False Positive (Legit)
ALT-8a4bc4be,TXN-e7dc6f92,2025-01-05 10:45:49,VPN Detected,54,Closed,True Positive (Fraud)
ALT-c09237b0,TXN-bf04bfd5,2025-02-18 06:16:30,High Value,55,Closed,False Positive (Legit)
ALT-96889844,TXN-aa8ee244,2025-12-29 00:55:45,High Velocity,79,Closed,True Positive (Fraud)
ALT-33049080,TXN-6ab19c89,2025-10-04 05:20:45,VPN Detected,68,Unassigned,True Positive (Fraud)
ALT-c45900f1,TXN-0a9dd27c,2025-05-27 09:14:02,High Value,71,Closed,True Positive (Fraud)
ALT-78426f85,TXN-3b30865f,2025-01-14 10:30:46,Impossible Travel,69,Closed,False Positive (Legit)
ALT-57cd9019,TXN-cb6c3996,2025-01-12 03:55:59,VPN Detected,67,Closed,Unresolved
ALT-9141f3e4,TXN-def0a367,2025-07-05 22:28:12,High Value,87,Closed,False Positive (Legit)
ALT-be48553a,TXN-b39713e6,2025-12-12 08:00:54,High Velocity,95,Closed,Unresolved
ALT-e46bd5a0,TXN-8a2fcfb8,2025-07-13 01:37:56,VPN Detected,91,In Review,Unresolved
ALT-a0842e97,TXN-65447013,2025-10-28 14:52:59,High Velocity,83,Closed,False Positive (Legit)
ALT-d62e7dea,TXN-6b98dec3,2025-10-28 06:25:48,High Velocity,57,Unassigned,True Positive (Fraud)
ALT-58878493,TXN-e8b90390,2025-08-26 07:25:25,High Value,76,Closed,Unresolved
ALT-fc77be7b,TXN-683804c2,2025-05-10 20:41:20,High Value,94,Unassigned,True Positive (Fraud)
ALT-7194ca1b,TXN-e257076c,2025-04-22 10:01:39,Impossible Travel,84,Closed,Unresolved
ALT-63abbbfc,TXN-543cb130,2025-04-08 14:10:50,Impossible Travel,59,Closed,True Positive (Fraud)
ALT-49951bac,TXN-067a01be,2025-02-28 09:05:17,High Value,52,In Review,True Positive (Fraud)
ALT-111f625c,TXN-e68f6b72,2025-03-02 04:45:08,High Velocity,76,In Review,Unresolved
ALT-342eb58f,TXN-647b87b3,2025-03-24 12:02:24,VPN Detected,90,Unassigned,False Positive (Legit)
ALT-b9a36ad9,TXN-91fe5c24,2025-06-18 09:53:08,High Velocity,54,Unassigned,Unresolved
ALT-64bcc94a,TXN-23b8e2aa,2025-12-24 05:02:26,High Value,65,Closed,True Positive (Fraud)
ALT-7f09a053,TXN-b5b9b8a2,2025-03-24 03:49:14,VPN Detected,89,Closed,False Positive (Legit)
ALT-de4d16fe,TXN-656b4920,2025-02-23 15:14:41,High Value,74,Unassigned,False Positive (Legit)
ALT-5034c061,TXN-a61056fd,2025-03-05 12:37:38,Impossible Travel,78,In Review,True Positive (Fraud)
ALT-14301267,TXN-f469c952,2025-04-09 06:07:23,Impossible Travel,72,Closed,True Positive (Fraud)
ALT-33acd5d9,TXN-952dd446,2025-05-23 05:45:55,VPN Detected,52,Unassigned,True Positive (Fraud)
ALT-4d1e09c9,TXN-24572dec,2025-06-28 23:07:56,VPN Detected,68,Unassigned,True Positive (Fraud)
ALT-7afb3254,TXN-60a64bbb,2025-06-29 02:36:28,Impossible Travel,93,In Review,False Positive (Legit)
ALT-89a99c1e,TXN-f4771562,2025-07-31 10:46:18,VPN Detected,64,In Review,False Positive (Legit)
ALT-5d581869,TXN-be2b3220,2025-04-08 11:33:35,High Value,94,Closed,Unresolved
ALT-9297438b,TXN-f57ee288,2025-01-23 17:55:01,Impossible Travel,98,Unassigned,Unresolved
ALT-905c1a44,TXN-465f94fd,2025-10-28 11:34:44,Impossible Travel,76,Unassigned,True Positive (Fraud)
ALT-49e0960a,TXN-9668986c,2025-05-07 22:02:12,High Velocity,96,In Review,Unresolved
ALT-86ef9b08,TXN-d537bd4e,2025-06-15 17:32:40,Impossible Travel,57,In Review,Unresolved
ALT-314649b9,TXN-2720065a,2025-03-03 21:46:01,VPN Detected,67,Unassigned,True Positive (Fraud)
ALT-816e0059,TXN-a2efbb4b,2025-10-12 05:37:48,High Value,51,In Review,False Positive (Legit)
ALT-f0354e93,TXN-3d104fb3,2025-04-20 13:13:30,High Velocity,80,Unassigned,True Positive (Fraud)
ALT-95fb8287,TXN-1bca346f,2025-06-25 01:30:46,Impossible Travel,73,Unassigned,True Positive (Fraud)
ALT-02ed6de2,TXN-8ad2ab88,2025-05-07 02:41:28,VPN Detected,89,Unassigned,True Positive (Fraud)
ALT-dca5c3dc,TXN-744dbfd1,2025-04-14 18:45:40,High Velocity,90,Closed,Unresolved
ALT-a937c7be,TXN-18e1b684,2025-04-07 11:54:43,Impossible Travel,51,In Review,Unresolved
ALT-966d947f,TXN-7c674cb1,2025-07-06 23:46:15,VPN Detected,68,In Review,Unresolved
ALT-72b20536,TXN-8152add0,2025-10-27 00:50:53,VPN Detected,58,In Review,Unresolved
ALT-59f368e1,TXN-6ae08f97,2025-10-24 14:12:59,High Velocity,69,Closed,True Positive (Fraud)
ALT-2293df99,TXN-06e26765,2025-03-04 15:05:36,High Value,50,In Review,True Positive (Fraud)
ALT-ca2b93ec,TXN-f9f7b0b2,2025-04-08 14:25:08,High Velocity,52,Unassigned,Unresolved
ALT-27df7b07,TXN-3ef0f373,2025-09-02 22:30:51,VPN Detected,80,Unassigned,False Positive (Legit)
ALT-bc12b8bb,TXN-4ffe71c1,2025-05-30 17:29:39,VPN Detected,63,In Review,False Positive (Legit)
ALT-771543e3,TXN-7d371057,2025-02-12 03:42:37,High Velocity,62,In Review,False Positive (Legit)
ALT-049ae83f,TXN-bdd039f3,2025-11-07 04:43:07,High Value,56,In Review,True Positive (Fraud)
ALT-a0c2b91a,TXN-2aa0efe3,2025-04-16 02:33:54,VPN Detected,50,In Review,True Positive (Fraud)
ALT-e1a202b2,TXN-632914d0,2025-12-28 04:45:41,Impossible Travel,64,Closed,False Positive (Legit)
ALT-f9bb1f54,TXN-53d02c91,2025-05-15 23:06:56,Impossible Travel,83,Closed,False Positive (Legit)
ALT-88661920,TXN-00c1df6b,2025-05-28 07:01:45,VPN Detected,78,Closed,True Positive (Fraud)
ALT-d7ac5434,TXN-02cf1003,2025-07-26 05:03:25,Impossible Travel,50,Closed,True Positive (Fraud)
ALT-9344e413,TXN-4c5e89d4,2025-03-12 08:25:06,High Velocity,75,Unassigned,False Positive (Legit)
ALT-23a4795c,TXN-ea9c06e4,2025-10-14 00:47:05,High Value,92,In Review,Unresolved
ALT-16810a3d,TXN-f48af9d4,2025-08-19 14:30:01,High Velocity,78,Unassigned,True Positive (Fraud)
ALT-8305aeb2,TXN-d91dc995,2025-08-14 21:35:58,VPN Detected,92,Unassigned,True Positive (Fraud)
ALT-e1ab1249,TXN-572eed78,2025-01-30 23:26:33,High Value,51,In Review,False Positive (Legit)
ALT-351f3fe2,TXN-2c5a5c7f,2025-09-24 23:12:15,Impossible Travel,63,Unassigned,Unresolved
ALT-41c4f385,TXN-e0d88ff8,2025-03-07 01:01:49,High Velocity,53,Unassigned,Unresolved
ALT-a7498cde,TXN-6ff0ae20,2025-01-21 17:49:39,VPN Detected,97,Unassigned,False Positive (Legit)
ALT-73088a2a,TXN-591d330b,2025-07-05 00:05:43,VPN Detected,77,Closed,True Positive (Fraud)
ALT-4d45a40d,TXN-e2475df9,2025-07-13 02:46:10,Impossible Travel,52,Closed,False Positive (Legit)
ALT-170522a4,TXN-d017a8e3,2025-01-13 22:23:09,High Value,82,In Review,Unresolved
ALT-490fa580,TXN-de1200ba,2025-04-14 23:18:08,Impossible Travel,62,Unassigned,False Positive (Legit)
ALT-c917d5bf,TXN-457bf7e5,2025-04-22 02:41:04,Impossible Travel,85,In Review,False Positive (Legit)
ALT-3eec7050,TXN-fc0ee607,2025-05-09 13:33:20,High Velocity,57,Unassigned,False Positive (Legit)
ALT-10d07251,TXN-4227ed75,2025-05-11 05:04:19,High Value,64,Closed,Unresolved
ALT-40bf0a13,TXN-b8398b32,2025-12-06 01:47:08,High Velocity,81,Unassigned,Unresolved
ALT-54fc1188,TXN-3cc0c70a,2025-06-01 10:24:40,Impossible Travel,55,In Review,False Positive (Legit)
ALT-d5c7568c,TXN-ad627438,2025-09-04 14:19:38,High Velocity,98,Unassigned,False Positive (Legit)
ALT-735aa3d4,TXN-c6e84c34,2025-06-01 15:43:47,High Value,83,Closed,Unresolved
ALT-10d5130c,TXN-8584ae60,2025-04-19 08:36:38,High Value,68,Unassigned,False Positive (Legit)
ALT-31f986a0,TXN-67180cfe,2025-05-10 23:59:25,High Value,74,Unassigned,False Positive (Legit)
ALT-9a82fd85,TXN-dfb497c0,2025-07-02 02:10:55,High Value,89,Closed,False Positive (Legit)
ALT-2bc463dc,TXN-7f1229aa,2025-10-31 07:49:46,VPN Detected,79,Unassigned,True Positive (Fraud)
ALT-d50307cb,TXN-bb5ea0a3,2025-11-11 18:31:17,Impossible Travel,70,Closed,Unresolved
ALT-98339a8e,TXN-7ef47785,2025-12-07 16:08:19,High Value,60,Unassigned,Unresolved
ALT-19d62145,TXN-8331eb1d,2025-06-10 06:18:00,High Velocity,69,Closed,Unresolved
ALT-73cc964d,TXN-448aaa4b,2025-09-07 23:33:32,Impossible Travel,72,In Review,False Positive (Legit)
ALT-7bccfa71,TXN-fd77eb31,2025-02-07 13:34:16,Impossible Travel,81,In Review,Unresolved
ALT-111ef130,TXN-b51cd2e5,2025-09-07 11:57:51,Impossible Travel,68,Closed,Unresolved
ALT-9d094e51,TXN-26538587,2025-07-28 09:48:51,VPN Detected,76,Closed,True Positive (Fraud)
ALT-605592ef,TXN-db43e51c,2025-06-21 03:34:52,Impossible Travel,52,Unassigned,Unresolved
ALT-d2184175,TXN-69e9a6db,2025-07-13 16:24:19,High Value,65,Closed,False Positive (Legit)
ALT-5dccbf89,TXN-a776682d,2025-09-16 18:21:13,Impossible Travel,77,Unassigned,False Positive (Legit)
ALT-9d08a922,TXN-c580ae6c,2025-02-25 20:52:34,High Velocity,93,In Review,False Positive (Legit)
ALT-fbfaf44a,TXN-2bf6c30d,2025-12-23 20:26:39,High Value,94,Unassigned,True Positive (Fraud)
ALT-ef93d29c,TXN-4cf962de,2025-10-06 01:12:45,Impossible Travel,52,Closed,Unresolved
ALT-3ff847d7,TXN-d638bc5b,2025-11-13 13:29:38,High Value,91,Closed,False Positive (Legit)
ALT-1b26d6a7,TXN-da619c53,2025-12-30 00:50:05,VPN Detected,67,Unassigned,False Positive (Legit)
ALT-aad782ca,TXN-17b92a11,2025-09-22 00:11:26,High Value,59,In Review,True Positive (Fraud)
ALT-eab6abb9,TXN-0ddbd2c6,2025-08-25 12:57:46,High Velocity,88,In Review,False Positive (Legit)
ALT-9558dafe,TXN-4bb25b47,2025-09-09 00:48:20,High Velocity,65,Unassigned,True Positive (Fraud)
ALT-bfc5e831,TXN-ecd2ab84,2025-06-12 21:07:12,High Velocity,57,Unassigned,False Positive (Legit)
ALT-f1d733df,TXN-b8ddf1d7,2025-02-10 17:11:05,High Value,71,In Review,False Positive (Legit)
ALT-78df7953,TXN-bfd45418,2025-04-21 07:19:21,High Velocity,54,Unassigned,True Positive (Fraud)
ALT-2dbbdf65,TXN-9da59411,2025-06-28 01:39:26,High Velocity,93,In Review,True Positive (Fraud)
ALT-eb593671,TXN-68e89f26,2025-11-01 23:44:45,High Velocity,50,In Review,Unresolved
ALT-b4fecbba,TXN-923147ef,2025-10-24 07:59:25,Impossible Travel,97,In Review,Unresolved
ALT-a01bc42f,TXN-ac8d79f9,2025-02-02 14:48:02,Impossible Travel,63,Unassigned,True Positive (Fraud)
ALT-03381ba6,TXN-54e05cc3,2025-02-22 12:32:15,VPN Detected,57,In Review,True Positive (Fraud)
ALT-1d8e2010,TXN-e47e1cff,2025-08-26 22:49:57,Impossible Travel,78,In Review,False Positive (Legit)
ALT-6f3df14d,TXN-d29da354,2025-12-22 09:52:07,High Value,50,In Review,False Positive (Legit)
ALT-7abe6b81,TXN-279767c6,2025-01-27 03:45:05,High Velocity,99,Unassigned,Unresolved
ALT-7e18a4a0,TXN-be01d165,2025-08-02 07:22:24,VPN Detected,90,In Review,False Positive (Legit)
ALT-e7c73bf4,TXN-3a9bdec9,2025-10-08 08:59:52,High Velocity,55,Unassigned,Unresolved
ALT-b740b57d,TXN-b4b2a403,2025-10-07 00:21:24,High Value,50,Unassigned,False Positive (Legit)
ALT-4fcc8f9d,TXN-cbb10158,2025-08-17 10:39:10,High Value,81,In Review,Unresolved
ALT-83ae8854,TXN-7b2b5e92,2025-09-28 07:11:14,High Value,76,Closed,True Positive (Fraud)
ALT-e8283e90,TXN-e2351f5f,2025-05-09 15:44:43,VPN Detected,57,In Review,True Positive (Fraud)
ALT-8620e852,TXN-3d319c95,2025-05-15 17:51:56,Impossible Travel,87,Closed,False Positive (Legit)
ALT-a7869bf8,TXN-e40530d4,2025-02-20 08:05:33,High Velocity,83,Unassigned,False Positive (Legit)
ALT-d661a3fd,TXN-f1447877,2025-04-27 14:37:16,VPN Detected,63,Closed,False Positive (Legit)
ALT-cca32ad9,TXN-718ccc61,2025-04-02 01:42:26,High Velocity,52,Closed,False Positive (Legit)
ALT-933278a3,TXN-d96f4cbd,2025-01-23 16:52:04,High Velocity,70,Closed,True Positive (Fraud)
ALT-7730463b,TXN-9526fdb7,2025-12-08 22:24:55,High Velocity,83,Closed,True Positive (Fraud)
ALT-82fc161e,TXN-71923907,2025-03-03 17:17:25,Impossible Travel,94,In Review,Unresolved
ALT-57aa48fb,TXN-48d6eca1,2025-07-27 07:25:12,VPN Detected,60,Closed,False Positive (Legit)
ALT-1ad132ab,TXN-34e3f9f1,2025-09-05 15:55:02,High Velocity,59,Closed,Unresolved
ALT-96034111,TXN-cb029b0d,2025-05-16 03:15:02,High Velocity,62,Unassigned,True Positive (Fraud)
ALT-4782183d,TXN-de7e0d83,2025-03-03 10:55:45,Impossible Travel,56,Unassigned,False Positive (Legit)
ALT-67c42d15,TXN-9ba07340,2025-09-19 11:36:28,High Value,84,In Review,Unresolved
ALT-16ac3451,TXN-1a7740d2,2025-06-15 12:33:15,Impossible Travel,54,Closed,True Positive (Fraud)
ALT-e197c614,TXN-fbf84344,2025-09-30 10:18:25,VPN Detected,77,Unassigned,True Positive (Fraud)
ALT-4b95606a,TXN-324a1a22,2025-12-25 02:57:46,VPN Detected,80,In Review,Unresolved
ALT-5f6f34f4,TXN-ce815b47,2025-07-03 13:03:45,Impossible Travel,52,Unassigned,True Positive (Fraud)
ALT-64327afd,TXN-236b4445,2025-07-06 11:21:32,VPN Detected,74,In Review,True Positive (Fraud)
ALT-c2bdbdcb,TXN-ccdaffda,2025-02-27 07:10:06,High Velocity,73,Unassigned,True Positive (Fraud)
ALT-3b10fc6a,TXN-0b2ad348,2025-10-12 14:01:42,VPN Detected,51,In Review,True Positive (Fraud)
ALT-690a880f,TXN-2bffa666,2025-01-11 05:01:50,VPN Detected,60,Unassigned,False Positive (Legit)
ALT-4148bbf6,TXN-37684ae6,2025-10-01 17:12:29,High Velocity,72,In Review,Unresolved
ALT-230eb2af,TXN-1ed3fc43,2025-02-13 06:11:46,VPN Detected,65,Closed,True Positive (Fraud)
ALT-dcc86de6,TXN-81214b36,2025-07-05 01:08:21,High Velocity,91,Unassigned,Unresolved
ALT-d2c85d0f,TXN-15b1ee86,2025-04-01 16:51:13,High Velocity,64,Unassigned,Unresolved
ALT-703d0d5e,TXN-f6578205,2025-03-21 11:13:21,High Velocity,93,In Review,True Positive (Fraud)
ALT-a7216ce6,TXN-53868ff9,2025-04-10 15:05:47,Impossible Travel,64,Closed,True Positive (Fraud)
ALT-f2704e61,TXN-bb4e777c,2025-12-23 01:44:51,Impossible Travel,66,Unassigned,True Positive (Fraud)
ALT-0cc63dba,TXN-e1a506ab,2025-10-21 18:48:56,High Velocity,54,Closed,False Positive (Legit)
ALT-ed71f352,TXN-06ae2a95,2025-07-02 22:45:06,VPN Detected,73,Unassigned,False Positive (Legit)
ALT-925359d1,TXN-564291ac,2025-02-21 03:54:41,Impossible Travel,70,Closed,True Positive (Fraud)
ALT-c0546356,TXN-b698ac4b,2025-08-29 01:56:13,Impossible Travel,82,In Review,Unresolved
ALT-fd457049,TXN-7f2031da,2025-06-03 09:07:17,High Value,77,Unassigned,Unresolved
ALT-53b8d45f,TXN-0e68534e,2025-08-02 08:15:25,VPN Detected,81,Closed,True Positive (Fraud)
ALT-e8931549,TXN-f71c8c9c,2025-07-25 10:21:03,High Velocity,91,In Review,Unresolved
ALT-f5801600,TXN-a55e5f95,2025-07-29 20:53:51,High Value,89,Unassigned,False Positive (Legit)
ALT-a7067297,TXN-706f558c,2025-10-19 16:44:32,High Value,76,Unassigned,False Positive (Legit)
ALT-74d45b11,TXN-de094a0b,2025-06-02 10:02:41,Impossible Travel,87,Unassigned,Unresolved
ALT-720ff0ef,TXN-5f6b4142,2025-04-18 14:05:34,High Value,52,Unassigned,Unresolved
ALT-8e3a0b55,TXN-f36c4ac1,2025-06-15 17:12:42,VPN Detected,66,In Review,True Positive (Fraud)
ALT-bbf37eca,TXN-2cde7a9a,2025-07-12 18:44:04,High Value,71,Closed,Unresolved
ALT-684dc38e,TXN-fefcf45e,2025-12-07 19:35:03,High Velocity,69,Unassigned,True Positive (Fraud)
ALT-f0121cc6,TXN-74c20d3c,2025-04-08 11:01:29,High Velocity,66,In Review,True Positive (Fraud)
ALT-0e0ea171,TXN-fd340afa,2025-12-25 02:33:41,High Value,76,Closed,Unresolved
ALT-97c2a800,TXN-2235a16e,2025-12-25 10:12:57,VPN Detected,87,In Review,True Positive (Fraud)
ALT-e57e4e90,TXN-b4eb54c0,2025-12-16 00:40:19,High Value,99,Closed,Unresolved
ALT-2d065b84,TXN-9e629106,2025-02-02 12:30:13,High Value,62,Unassigned,Unresolved
ALT-106bb15d,TXN-c879b88d,2025-06-19 14:24:38,VPN Detected,84,In Review,Unresolved
ALT-4f9d3aea,TXN-011bd141,2025-04-21 13:36:39,High Value,72,Unassigned,False Positive (Legit)
ALT-734879f4,TXN-03acd51c,2025-12-21 19:20:44,High Value,90,Unassigned,Unresolved
ALT-5adeaffa,TXN-0ee633c2,2025-03-16 10:11:39,High Velocity,99,In Review,False Positive (Legit)
ALT-d5e597c8,TXN-fec4b862,2025-08-10 02:34:56,VPN Detected,69,In Review,True Positive (Fraud)
ALT-d1ad25f3,TXN-0c848391,2025-07-01 20:53:23,High Velocity,51,In Review,False Positive (Legit)
ALT-4dc17fd8,TXN-0791ba68,2025-01-22 04:41:30,Impossible Travel,93,Closed,Unresolved
ALT-930fcc6d,TXN-44e5a428,2025-06-10 14:24:55,High Velocity,58,Unassigned,True Positive (Fraud)
ALT-9d4721a6,TXN-147a4c35,2025-05-06 16:03:35,High Value,92,Closed,True Positive (Fraud)
ALT-4b8d0a0a,TXN-3dcd2967,2025-11-19 04:24:00,High Value,57,Closed,True Positive (Fraud)
ALT-9a9abcd2,TXN-f00e1b22,2025-05-04 21:10:27,VPN Detected,77,In Review,False Positive (Legit)
ALT-b7d3735d,TXN-e1df7c23,2025-07-28 11:53:27,VPN Detected,94,Unassigned,False Positive (Legit)
ALT-b89d3111,TXN-83b6ac51,2025-12-12 00:17:13,High Value,90,Closed,False Positive (Legit)
ALT-ab18770e,TXN-d7a97a65,2025-04-16 23:05:50,High Velocity,73,In Review,True Positive (Fraud)
ALT-d4aa5827,TXN-5f2f8662,2025-04-22 03:36:37,Impossible Travel,62,Closed,False Positive (Legit)
ALT-e84499a2,TXN-6c4377d2,2025-03-09 03:46:08,High Velocity,68,In Review,Unresolved
ALT-79b9d8fe,TXN-115bc6ef,2025-04-18 18:31:40,Impossible Travel,62,Closed,Unresolved
ALT-0e805f67,TXN-eaba9dd6,2025-08-05 11:04:09,High Velocity,74,In Review,True Positive (Fraud)
ALT-35a55f57,TXN-50e73301,2025-03-31 21:35:00,High Velocity,59,Unassigned,False Positive (Legit)
ALT-b2d2fe2f,TXN-47a0ad50,2025-12-15 08:44:12,High Value,61,Unassigned,Unresolved
ALT-3b519e55,TXN-ad51bb5a,2025-10-03 17:58:23,High Value,96,Closed,False Positive (Legit)
ALT-e82941c3,TXN-6800bf27,2025-08-17 16:35:34,Impossible Travel,51,In Review,True Positive (Fraud)
ALT-56674441,TXN-3765980a,2025-02-27 20:29:03,High Velocity,58,In Review,Unresolved
ALT-44f07302,TXN-5a48d7f6,2025-01-04 04:20:56,High Value,54,Closed,Unresolved
ALT-1c089b60,TXN-a551aa09,2025-04-10 16:24:10,VPN Detected,66,Unassigned,Unresolved
ALT-6b1ceb0c,TXN-296246fe,2025-12-05 23:26:49,Impossible Travel,68,In Review,Unresolved
ALT-8b3a0dcc,TXN-6f067cff,2025-12-09 21:51:03,Impossible Travel,84,Unassigned,True Positive (Fraud)
ALT-2cb15deb,TXN-2b4d3149,2025-09-07 00:27:48,High Velocity,68,Closed,True Positive (Fraud)
ALT-d3656b44,TXN-0f2efd8c,2025-04-27 12:28:58,High Velocity,75,In Review,Unresolved
ALT-940e698c,TXN-2ee4ccac,2025-08-04 19:33:53,High Velocity,57,Unassigned,True Positive (Fraud)
ALT-43647160,TXN-54690d40,2025-09-07 00:58:24,VPN Detected,92,In Review,False Positive (Legit)
ALT-8e676986,TXN-83a144a9,2025-10-30 22:32:33,VPN Detected,80,In Review,Unresolved
ALT-7b5ffcd9,TXN-b13a1419,2025-04-19 10:07:43,VPN Detected,62,Closed,False Positive (Legit)
ALT-3588ab96,TXN-fa9b3fc9,2025-01-20 01:52:52,High Velocity,58,Unassigned,Unresolved
ALT-09bd868f,TXN-3c458d07,2025-06-02 09:08:56,High Velocity,93,In Review,False Positive (Legit)
ALT-d91b1cac,TXN-5ee8950f,2025-04-20 10:03:35,Impossible Travel,60,Closed,False Positive (Legit)
ALT-8bd025ac,TXN-7b686dee,2025-07-07 07:06:44,High Value,89,Closed,True Positive (Fraud)
ALT-cfa9f586,TXN-60c1a301,2025-12-29 17:15:42,Impossible Travel,62,Unassigned,True Positive (Fraud)
ALT-4899a3a1,TXN-60e2d551,2025-09-05 07:19:42,Impossible Travel,62,Closed,True Positive (Fraud)
ALT-e28a40ea,TXN-e5e8869b,2025-03-14 07:44:53,Impossible Travel,57,Closed,False Positive (Legit)
ALT-a64dee27,TXN-9e008508,2025-11-18 07:01:13,VPN Detected,55,Closed,False Positive (Legit)
ALT-ef2a5c62,TXN-ee3ae5cd,2025-06-18 12:44:32,VPN Detected,86,In Review,True Positive (Fraud)
ALT-ab402a04,TXN-cacdcd4b,2025-02-22 06:34:36,VPN Detected,82,Closed,Unresolved
ALT-ee9f9e05,TXN-7cdd73ba,2025-12-18 09:45:37,High Value,62,Closed,True Positive (Fraud)
ALT-153f751d,TXN-b2fd3f02,2025-01-12 17:04:20,High Value,59,In Review,False Positive (Legit)
ALT-29f4c3bc,TXN-9157e874,2025-06-20 15:26:21,High Velocity,50,Unassigned,True Positive (Fraud)
ALT-4198dbb4,TXN-1bac1f20,2025-02-15 19:20:15,High Velocity,80,Closed,True Positive (Fraud)
ALT-bac2571a,TXN-c1bf22a8,2025-11-23 15:26:07,High Velocity,97,In Review,False Positive (Legit)
ALT-57b8be11,TXN-baf64800,2025-08-31 13:15:44,VPN Detected,82,In Review,False Positive (Legit)
ALT-50a176f2,TXN-7081dbf7,2025-08-19 23:03:17,High Value,97,Closed,False Positive (Legit)
ALT-1824b9a9,TXN-d1e693de,2025-11-23 01:10:30,High Velocity,72,In Review,True Positive (Fraud)
ALT-0e71d353,TXN-469c10e2,2025-11-13 15:09:51,High Velocity,94,Closed,False Positive (Legit)
ALT-717552d4,TXN-6e089f5b,2025-05-10 08:55:13,High Value,55,Unassigned,Unresolved
ALT-8eaded0b,TXN-54206609,2025-02-27 11:32:22,High Value,55,Closed,Unresolved
ALT-2e19a8be,TXN-a40cb56f,2025-12-04 09:23:22,High Velocity,51,Closed,Unresolved
ALT-8c9ca983,TXN-bdd16ded,2025-03-09 01:40:02,High Value,78,In Review,True Positive (Fraud)
ALT-2677d6ff,TXN-33b99a62,2025-01-21 03:34:09,High Velocity,52,In Review,True Positive (Fraud)
ALT-9d6c8155,TXN-3d5d1329,2025-06-06 12:35:59,Impossible Travel,97,Closed,Unresolved
ALT-0c1bb886,TXN-82919526,2025-10-11 09:19:22,VPN Detected,51,Closed,False Positive (Legit)
ALT-d9c88ca2,TXN-63bdca15,2025-12-27 01:32:00,Impossible Travel,80,In Review,True Positive (Fraud)
ALT-ea94cc26,TXN-32c9e018,2025-05-21 12:21:15,High Value,67,In Review,True Positive (Fraud)
ALT-76bbf6fe,TXN-d48a8e2d,2025-02-26 08:30:20,VPN Detected,65,Unassigned,True Positive (Fraud)
ALT-6556c509,TXN-bde5e5b4,2025-08-20 10:04:40,VPN Detected,82,In Review,False Positive (Legit)
ALT-1c413210,TXN-1693a8b1,2025-04-12 04:51:55,High Velocity,78,Unassigned,True Positive (Fraud)
ALT-94cbe875,TXN-4c74e4d1,2025-04-21 14:05:25,High Value,73,In Review,Unresolved
ALT-41b31bb9,TXN-1be16448,2025-04-21 12:40:45,VPN Detected,84,Unassigned,True Positive (Fraud)
ALT-98e1faee,TXN-a9df4198,2025-11-08 12:07:30,Impossible Travel,92,Closed,Unresolved
ALT-a322571e,TXN-a738785f,2025-02-04 09:22:46,VPN Detected,61,In Review,True Positive (Fraud)
ALT-3463b606,TXN-398ed3c9,2025-01-23 21:30:15,VPN Detected,80,Closed,False Positive (Legit)
ALT-c2626590,TXN-d02aec93,2025-03-20 11:50:12,Impossible Travel,94,Closed,Unresolved
ALT-924ad4dc,TXN-7c528b53,2025-01-12 19:14:57,High Velocity,65,In Review,True Positive (Fraud)
ALT-5829fd60,TXN-1fc23986,2025-02-25 16:42:52,Impossible Travel,70,Unassigned,False Positive (Legit)
ALT-40b715b9,TXN-7820a7d9,2025-09-18 06:43:43,High Value,56,In Review,Unresolved
ALT-c30e13dd,TXN-27701df0,2025-01-22 00:17:38,High Value,61,In Review,False Positive (Legit)
ALT-225659ed,TXN-029d4f64,2025-06-22 02:25:58,High Velocity,52,Unassigned,True Positive (Fraud)
ALT-f3318376,TXN-a38a6bb3,2025-10-25 03:00:22,High Velocity,56,Unassigned,True Positive (Fraud)
ALT-3abd57ea,TXN-b4333c7e,2025-08-07 04:04:31,Impossible Travel,72,In Review,Unresolved
ALT-13037389,TXN-5c52f870,2025-09-07 22:41:23,VPN Detected,86,Unassigned,Unresolved
ALT-caa24d93,TXN-d889512f,2025-06-21 08:54:22,VPN Detected,60,Closed,Unresolved
ALT-b5927a41,TXN-7859e80e,2025-01-14 17:52:20,High Velocity,51,Unassigned,True Positive (Fraud)
ALT-2fe8ddae,TXN-d8095247,2025-09-12 01:51:09,High Value,93,Unassigned,True Positive (Fraud)
ALT-f93777e9,TXN-0f85c7fa,2025-10-27 14:46:02,VPN Detected,54,Unassigned,True Positive (Fraud)
ALT-9887d10a,TXN-0cf618bd,2025-05-28 19:05:06,VPN Detected,83,Closed,Unresolved
ALT-a5a71df6,TXN-cce7be6e,2025-02-17 03:24:54,High Velocity,59,Unassigned,True Positive (Fraud)
ALT-58b7e906,TXN-61df8277,2025-03-10 07:54:14,High Value,63,Closed,False Positive (Legit)
